ID,authors,title,journal,year_pub,pages,journal_issue,number_authors,collaborative,full_reference,lead_author_institution,people_ackowledged,no_people_acknowledged,institution_country,country_topic,institution_type,theory_topic,subject_topic,method_topic,type
68,"Rush, P","Symbols, Pottery and Trade",Theoretical Roman Archaeology Conference Proceedings,1997,55-64,6,1,FALSE,"Rush, P., 1997. Symbols, Pottery and Trade. Theoretical Roman Archaeology Journal, (1996), pp.55–64. DOI: http://doi.org/10.16995/TRAC1996_55_64",University of Bradford,FALSE,0,England,Britain,University,production economy symbolism,pottery,,proc
69,"Hutcheson, A",NATIVE or ROMAN? Ironwork Hoards in Northern Britain,Theoretical Roman Archaeology Conference Proceedings,1997,65-72,6,1,FALSE,"Hutcheson, A.R.J., 1997. NATIVE or ROMAN? Ironwork Hoards in Northern Britain. Theoretical Roman Archaeology Journal, (1996), pp.65–72. DOI: http://doi.org/10.16995/TRAC1996_65_72",Unknown,FALSE,0,Unknown,Britain,Unknown,imperialism romanization,metalwork,,proc
70,"Clarke, S","Abandonment, Rubbish Disposal and ‘Special’ Deposits at Newstead",Theoretical Roman Archaeology Conference Proceedings,1997,73-81,6,1,FALSE,"Clarke, S., 1997. Abandonment, Rubbish Disposal and ‘Special’ Deposits at Newstead. Theoretical Roman Archaeology Journal, (1996), pp.73–81. DOI: http://doi.org/10.16995/TRAC1996_73_81",Unknown,TRUE,3,Unknown,Britain,Unknown,structured-deposition ritual space,military pits,,proc
71,"Richardson, J","Economy and Ritual: The Use of Animal Bone in
the Interpretation of the Iron Age to Roman Cultural
Transition",Theoretical Roman Archaeology Conference Proceedings,1997,82-90,6,1,FALSE,"Richardson, J.E., 1997. Economy and Ritual: The Use of Animal bone in the Interpretation of the Iron Age to Roman Cultural Transition. Theoretical Roman Archaeology Journal, (1996), pp.82–90. DOI: http://doi.org/10.16995/TRAC1996_82_90",University of Sheffield,TRUE,8,England,France,University,economy ritual romanization,transition diet,zooarchaeology,proc
72,"Isserlin, R",Thinking the Unthinkable: Human Sacrifice in Roman Britain?,Theoretical Roman Archaeology Conference Proceedings,1997,91-100,6,1,FALSE,"Isserlin, R.M.J., 1997. Thinking the Unthinkable: Human Sacrifice in Roman Britain?. Theoretical Roman Archaeology Journal, (1996), pp.91–100. DOI: http://doi.org/10.16995/TRAC1996_91_100",Unknown,TRUE,6,Unknown,Britain,Unknown,ritual sacrifice,burial,,proc
73,"Petts, D",Elite Settlements in the Roman and Sub-Roman Period,Theoretical Roman Archaeology Conference Proceedings,1997,101-112,6,1,FALSE,"Petts, D., 1997. Elite Settlements in the Roman and Sub-Roman Period . Theoretical Roman Archaeology Journal, (1996), pp.101–112. DOI: http://doi.org/10.16995/TRAC1996_101_112",Durham University,FALSE,0,England,Britain,University,decline power production,settlement post-Roman,,proc
74,"Blake, E",Negotiating Nuraghi: Settlement and the Construction of Ethnicity in Roman Sardinia,Theoretical Roman Archaeology Conference Proceedings,1997,113-119,6,1,FALSE,"Blake, E., 1997. Negotiating Nuraghi: Settlement and the Construction of Ethnicity in Roman Sardinia. Theoretical Roman Archaeology Journal, (1996), pp.113–119. DOI: http://doi.org/10.16995/TRAC1996_113_119",University of Arizona,TRUE,4,USA,Italy,University,ethnicity,settlement,,proc
75,"Matthews, K",Immaterial Culture: Invisible Peasants and Consumer Subcultures in North-West Britannia,Theoretical Roman Archaeology Conference Proceedings,1997,120-132,6,1,FALSE,"Matthews, K.J., 1997. Immaterial Culture: Invisible Peasants and Consumer Subcultures in North-West Britannia. Theoretical Roman Archaeology Journal, (1996), pp.120–132. DOI: http://doi.org/10.16995/TRAC1996_120_132",North Hertfordshire District Council’s Museums Service,TRUE,1,England,Britain,Regional museum,society consumption,material-culture,,proc
76,"White, R van Leuson, P",Aspects of Romanization in the Wroxeter Hinterland,Theoretical Roman Archaeology Conference Proceedings,1997,133-143,6,2,TRUE,"White, R.H. and van Leusen, P.M., 1997. Aspects of Romanization in the Wroxeter Hinterland. Theoretical Roman Archaeology Journal, (1996), pp.133–143. DOI: http://doi.org/10.16995/TRAC1996_133_143",University of Birmingham,FALSE,0,England,Britain,University,romanization landscape,settlement,gis,proc
77,"Ellis, S",Pooling Resources – The Use of Water for Social Control in the Roman Empire,Theoretical Roman Archaeology Conference Proceedings,1997,144-150,6,1,FALSE,"Ellis, S., 1997. Pooling Resources – The Use of Water for Social Control in the Roman Empire. Theoretical Roman Archaeology Journal, (1996), pp.144–150. DOI: http://doi.org/10.16995/TRAC1996_144_150",UNESCO,FALSE,0,France,,International organisation,society power technology,water,,proc
78,"Grahame, M",Towards a Theory of Roman Urbanism: Beyond Economics and Ideal-Types,Theoretical Roman Archaeology Conference Proceedings,1997,151-162,6,1,FALSE,"Grahame, M., 1997. Towards a Theory of Roman Urbanism: Beyond Economics and Ideal-Types . Theoretical Roman Archaeology Journal, (1996), pp.151–162. DOI: http://doi.org/10.16995/TRAC1996_151_162",Independent Researcher,FALSE,0,Unknown,Italy,Independent,urbanism society space,,urban-planning,proc
79,"Clarke, S Robinson, D","""Roman"" Urban form and Cultural Difference",Theoretical Roman Archaeology Conference Proceedings,1997,163-172,6,2,TRUE,"Clarke, S. and Robinson, D.J., 1997. “Roman” Urban Form and Culture Difference. Theoretical Roman Archaeology Journal, (1996), pp.163–172. DOI: http://doi.org/10.16995/TRAC1996_163_172",Unknown,FALSE,0,Unknown,Britain Italy,Unknown,urbanism society space,architecture,,proc
80,"Forcey, C. Hawthorne, J Witcher, R",Preface,Theoretical Roman Archaeology Conference Proceedings,1998,i–iv,7,3,TRUE,"Forcey, C., Hawthorne, J. and Witcher, R., 1998. Preface and Editors’ Preface. Theoretical Roman Archaeology Journal, (1997), p.i–iv. DOI: http://doi.org/10.16995/TRAC1997_i_iv",University of Nottingham,FALSE,0,England,,University,,preface,,proc
81,"Grahame, M",Redefining Romanization: Material Culture and the Question of Social Continuity in Roman Britain,Theoretical Roman Archaeology Conference Proceedings,1998,1-10,7,1,FALSE,"Grahame, M., 1998. Redefining Romanization: Material Culture and the Question of Social Continuity in Roman Britain. Theoretical Roman Archaeology Journal, (1997), pp.1–10. DOI: http://doi.org/10.16995/TRAC1997_1_10",University of Southampton,FALSE,0,England,Britain,University,romanization society identity,material-culture,,proc
82,"Häussler, R",Motivation and Ideologies of Romanization,Theoretical Roman Archaeology Conference Proceedings,1998,11-19,7,1,FALSE,"Häussler, R., 1998. Motivation and Ideologies of Romanization. Theoretical Roman Archaeology Journal, (1997), pp.11–19. DOI: http://doi.org/10.16995/TRAC1997_11_19",University College London,FALSE,0,England,Italy,University,romanization,transition,,proc
83,"Terrenato, N",The Romanization of Italy: Global Acculturation or Cultural Bricolage?,Theoretical Roman Archaeology Conference Proceedings,1998,20-27,7,1,FALSE,"Terrenato, N., 1998. The Romanization of Italy: Global Acculturation or Cultural Bricolage? . Theoretical Roman Archaeology Journal, (1997), pp.20–27. DOI: http://doi.org/10.16995/TRAC1997_20_27",Durham University,TRUE,5,England,Italy,University,romanization culture,,,proc
84,"Clarke, S",Social Change and Architectural Diversity in Roman Period Britain,Theoretical Roman Archaeology Conference Proceedings,1998,28-41,7,1,FALSE,"Clarke, S., 1998. Social Change and Architectural Diversity in Roman Period Britain. Theoretical Roman Archaeology Journal, (1997), pp.28–41. DOI: http://doi.org/10.16995/TRAC1997_28_41",University of Bradford,FALSE,0,England,Britain,University,change society,architecture villa,,proc
85,"Condron, F","Ritual, Space and Politics: Reflections in the Archaeological Record of Social Developments in Lepcis Magna, Tripolitania",Theoretical Roman Archaeology Conference Proceedings,1998,42-52,7,1,FALSE,"Condron, F., 1998. Ritual, Space and Politics: Reflections in the Archaeological Record of Social Developments in Lepcis Magna, Tripolitania . Theoretical Roman Archaeology Journal, (1997), pp.42–52. DOI: http://doi.org/10.16995/TRAC1997_42_52",University of York,TRUE,2,England,Libya,University,ritual space political,monument,epigraphy,proc
86,"Peterson, J",Theoretical Influences on Two Reports of Romano-British Land Division,Theoretical Roman Archaeology Conference Proceedings,1998,53-59,7,1,FALSE,"Peterson, J.W.M., 1998. Theoretical Influences on Two Reports of Romano-British Land Division. Theoretical Roman Archaeology Journal, (1997), pp.53–59. DOI: http://doi.org/10.16995/TRAC1997_53_59",University of East Anglia,TRUE,2,England,Britain,University,landscape,agriculture,,proc
87,"Rush, P",Roman Roads: Phenomenological Perspectives on Roads in the Landscape,Theoretical Roman Archaeology Conference Proceedings,1998,60-70,7,1,FALSE,"Witcher, R., 1998. Roman Roads: Phenomenological Perspectives on Roads in the Landscape. Theoretical Roman Archaeology Journal, (1997), pp.60–70. DOI: http://doi.org/10.16995/TRAC1997_60_70",University of Leicester,TRUE,4,England,Italy Britain,University,landscape phenomenology,roads,,proc
88,"Williams, H",The Ancient Monument in Romano-British Ritual Practices,Theoretical Roman Archaeology Conference Proceedings,1998,71-86,7,1,FALSE,"Williams, H.M.R., 1998. The Ancient Monument in Romano-British Ritual Practices. Theoretical Roman Archaeology Journal, (1997), pp.71–86. DOI: http://doi.org/10.16995/TRAC1997_71_86",University of Reading,TRUE,3,England,Britain,University,ritual practice,monument prehistory burial,,proc
89,"Forcey, C",Whatever Happened to the Heroes? Ancestral Cults and the Enigma of Romano-Celtic Temples,Theoretical Roman Archaeology Conference Proceedings,1998,87-98,7,1,FALSE,"Forcey, C., 1998. Whatever Happened to the Heroes? Ancestral Cults and the Enigma of Romano-Celtic Temples. Theoretical Roman Archaeology Journal, (1997), pp.87–98. DOI: http://doi.org/10.16995/TRAC1997_87_98",University of Leicester,TRUE,5,England,Britain,University,ritual cult memory,temple burial transition,,proc
90,"Pearce, J",From Death to Deposition: The Sequence of Ritual in Cremation Burials of the Roman Period,Theoretical Roman Archaeology Conference Proceedings,1998,99-111,7,1,FALSE,"Pearce, J., 1998. From Death to Deposition: The Sequence of Ritual in Cremation Burials of the Roman Period . Theoretical Roman Archaeology Journal, (1997), pp.99–111. DOI: http://doi.org/10.16995/TRAC1997_99_111",Durham University,TRUE,5,England,,University,death religion identity,burial,osteoarchaeology,proc
91,"Petts, D",Burial and Gender in Late- and Sub-Roman Britain,Theoretical Roman Archaeology Conference Proceedings,1998,112-124,7,1,FALSE,"Petts, D., 1998. Burial and Gender in Late- and Sub-Roman Britain. Theoretical Roman Archaeology Journal, (1997), pp.112–124. DOI: http://doi.org/10.16995/TRAC1997_112_124",University of Reading,TRUE,2,England,Britain,University,death gender religion practice,burial post-Roman,,proc
92,"Hundi, S Hill, J",Brooches and Identities in First Century AD Britain: More Than Meets The Eye?,Theoretical Roman Archaeology Conference Proceedings,1998,125-137,7,2,TRUE,"Jundi, S. and Hill, J.D., 1998. Brooches and Identities in First Century AD Britain: More Than Meets The Eye?. Theoretical Roman Archaeology Journal, (1997), pp.125–137. DOI: http://doi.org/10.16995/TRAC1997_125_137",University of Southampton,FALSE,0,England,Britain,University,identity change,brooches transition prehistory,,proc
93,"Scott, E",Tales from a Romanist: A Personal View of Archaeology and ‘Equal Opportunities’,Theoretical Roman Archaeology Conference Proceedings,1998,138-147,7,1,FALSE,"Scott, E., 1998. Tales from a Romanist: A Personal View of Archaeology and ‘Equal Opportunities’. Theoretical Roman Archaeology Journal, (1997), pp.138–147. DOI: http://doi.org/10.16995/TRAC1997_138_147","King Alfred's University College, Winchester",FALSE,0,England,Britain,University,gender discrimination,academia,,proc
94,"Dungworth, D","Mystifying Roman Nails: Clavus Annali, Defixiones and Minkisi",Theoretical Roman Archaeology Conference Proceedings,1998,148-159,7,1,FALSE,"Dungworth, D., 1998. Mystifying Roman Nails: Clavus Annali, Defixiones and Minkisi. Theoretical Roman Archaeology Journal, (1997), pp.148–159. DOI: http://doi.org/10.16995/TRAC1997_148_159",University of Sheffield,TRUE,1,England,Britain,University,practice ritual,metalwork burial,,proc
95,"Hawthorne, J",Pottery and Paradigm in the Early Western Empire,Theoretical Roman Archaeology Conference Proceedings,1998,160-172,7,1,FALSE,"Hawthorne, J.W.J., 1998. Pottery and Paradigm in the Early Western Empire. Theoretical Roman Archaeology Journal, (1997), pp.160–172. DOI: http://doi.org/10.16995/TRAC1997_160_172",University of Southampton,TRUE,2,England,,University,economy society,pottery diet,,proc
96,"Baker, P Forcey, C Jundi, S Witcher, R",Preface,Theoretical Roman Archaeology Conference Proceedings,1999,i-iv,8,4,TRUE,"Baker, P., Forcey, C., Jundi, S. and Witcher, R., 1999. Preface and Editors’ Preface. Theoretical Roman Archaeology Journal, (1998), p.i–iv. DOI: http://doi.org/10.16995/TRAC1998_i_iv",University of Leicester,FALSE,0,England,,University,,preface,,proc
97,"Häussler, R","Architecture, Performance and Ritual: The Role of State Architecture in the Roman Empire",Theoretical Roman Archaeology Conference Proceedings,1999,1-13,8,1,FALSE,"Häussler, R., 1999. Architecture, Performance and Ritual: The Role of State Architecture in the Roman Empire . Theoretical Roman Archaeology Journal, (1998), pp.1–13. DOI: http://doi.org/10.16995/TRAC1998_1_13",University of Oxford,FALSE,0,England,,University,ritual imperialism landscape,architecture,,proc
98,"James, S",The Community of Soldiers: A Major Identity and Centre of Power in the Roman Empire,Theoretical Roman Archaeology Conference Proceedings,1999,14-25,8,1,FALSE,"James, S., 1999. The Community of Soldiers: A Major Identity and Centre of Power in the Roman Empire. Theoretical Roman Archaeology Journal, (1998), pp.14–25. DOI: http://doi.org/10.16995/TRAC1998_14_25",Durham University,TRUE,1,England,,University,society identity,military,,proc
99,"Aitchison, K",Monumental Architecture & Becoming Roman in the First Centuries BC and AD,Theoretical Roman Archaeology Conference Proceedings,1999,26-35,8,1,FALSE,"Aitchison, K., 1999. Monumental Architecture & Becoming Roman in the First Centuries BC and AD. Theoretical Roman Archaeology Journal, (1998), pp.26–35. DOI: http://doi.org/10.16995/TRAC1998_26_35",Landward Archaeology,FALSE,0,Unknown,France,Archaeological consultancy,ritual society change habitus,architecture monument,,proc
100,"Clarke, S","Contact, Architectural Symbolism and the Negotiation of Cultural Identity in the Military Zone",Theoretical Roman Archaeology Conference Proceedings,1999,36-45,8,1,FALSE,"Clarke, S., 1999. Contact, Architectural Symbolism and the Negotiation of Cultural Identity in the Military Zone. Theoretical Roman Archaeology Journal, (1998), pp.36–45. DOI: http://doi.org/10.16995/TRAC1998_36_45",Shetland College of Further Education,FALSE,0,Scotland,Britain,University,habitus space change,military houses transition,,proc
101,"Fincham, G",Poverty or Power? The Native Response to Roman Rule in the Fenland?,Theoretical Roman Archaeology Conference Proceedings,1999,46-51,8,1,FALSE,"Fincham, G., 1999. Poverty or Power? The Native Response to Roman Rule in the Fenland? . Theoretical Roman Archaeology Journal, (1998), pp.46–51. DOI: http://doi.org/10.16995/TRAC1998_46_51",University of Leicester,FALSE,0,England,Britain,University,discrepant-experience post-colonial,,,proc
102,"Revell, L",Constructing Romanitas: Roman Public Architecture and the Archaeology of Practice,Theoretical Roman Archaeology Conference Proceedings,1999,52-58,8,1,FALSE,"Revell, L., 1999. Constructing Romanitas: Roman Public Architecture and the Archaeology of Practice. Theoretical Roman Archaeology Journal, (1998), pp.52–58. DOI: http://doi.org/10.16995/TRAC1998_52_58",University of Southampton,TRUE,3,England,Britain,University,practice romanitas structuration,architecture houses,,proc
